,tweet
804,amrn self impressive thing wrote last posts immediately getting nd pfe treadmill wearing stupid lets goooooooo
805,pfe time michael burry take spot light cathie wood calling giving tesla tp trading pe dishonest adding anymore shares current price
806,amrn stock depressed needs bought pfe get discount zoloft
807,mrna canada considering suspending azn years age lets go pfe httpswwwcbccanewspoliticsastrazenecaunder
808,mrna doses effective pfe httpswwwbizjournalscomtwincitiesnewscdcsaysmrnavaccineseffectiveagainstcovidhtmlanarssampsarticlesearch
809,mrna one dose effective according cdc pfe httpswwwcnbccomcdcstudyshowssingledoseofpfizerormodernacovidvaccineswaspercenteffectivehtml
810,pfe finally really
811,pfe bull time
812,amrn best describe management missing spark quotitfactorquot kobe jordan moment stepped onto court knew game opponents thero team itfactor may good strategist amarin needs point elon musk would make vascepa pfizer pfe listening
813,sp spx heatmap month performance mega healthcare sector jnj unh abt pfe httpswwwfinscreenerorgmapmapsp
814,pfe waiting confirmation media institutions dumping growth stock move onto value stocks
815,thinking buying stock moderna palantir wells fargo bank america mrna pfe bntx pltr wfc httpsnewsfilterioaedcfbacacbfecaf
816,new monthly highs pfe ko vz mrk bmy results stockbeepcommhimarp
817,rvp earnings report rumored wednesday government contract recently awarded proceeds million last earnings net revenue dont want miss one get gore news drop pfe spy nvax
818,pfe wrong actually green better sell
819,pfe lets go pfizer im happy every single day
820,pfe one shot pfizer effective jnj
821,pfe anybody know call break even price
822,pfe vaccine probably give protection months another shit need variant ongoing issue mrna edge tradition vaccine makers mention process making mrna time market months quicker
823,pfe green candles need take viagra red candles need take imodium
824,bntx administrated doses romania see difference difference eu countries mrna pfe azn
825,pfe please
826,pfe coming triple top
827,shakazulu bought pfe sold back im smiling cause joe biden true reflection voters believe media lead like sheep slaughter ill give one example breath air water shootings back news weve last couple weeks last years distract simple minded watch whats news youll ok
828,jnj pfe agree probably grind higher dividend rev growth also could consider dividend ones buybacks like dardendri
829,amrn took nd pfe feeling fine heading impatiently waiting pfizer buyout news unless nvs creates bidding war
830,ormp mrna pfe oral vaccine httpswwwwebmdcomvaccinescovidvaccinenewsclinicaltrialsplannedfororalcovidvaccine
831,cdc new study shows pfizer moderna covid shots effective infection realworld setting pfe bntx mrna httpsnewsfilterioadbbece
832,ocgn pfe mrna check rlftf
833,pfe day trade taking strength spy need vix drop
834,pfe pfizer biontech moderna vaccines effective preventing covid infections httpsnewsfilterioaedfdfaafbfea
835,pfe im glad parked money
836,pfe next stop
837,pfe policies beautiful stock hit dollars
838,pfe thank stock going sleepy joe warp speed
839,staa cdc update pfe mrna great news mrna vaccine dose effective two doses proven
840,pfe pos fk men
841,pfe would upset pfe decided go parabolic er may th forgiving investor
842,pfe
843,pfe nonstop beast
844,pfe worth without vaccine without mrna future potential deeply suppressed stock finally gets freedomoh baby rocket time
845,pfe boring value stocks like pfe sometimes rewarding looking forward upcoming er anticipated may th good luck bulls bears
846,rolim right novice like would read article broke morning thought youve stumbled gold reality hopes betting conf call results strong yet another vaccine covid bad news also keep mind majority vaccines free nearly half americans vaccinated countries could give shit dont believe youre bubble yet look pfe reputable successful company started announcing vaccine success look im glad big bull balls youre going need hold plummet tootles
847,pfe one safest investments market humanity today slow moving freight train good things come wait stock green past weeks
848,pfe looks like grow stocks continue take beating cyclical stocks new growth stock
849,ocgn pfe mrna check rlftf ready fly
850,pfe take vaccine equation stock worth add vaccine equation add annual shot needed stock double future mrnas coming b market cap could heading b market cap
851,pfe bntx biontech covid vaccines delivered hong kong safe initial investigation finds httpsnewsfilterioadfbffcebaaead
852,pfe one reason iv trending lower youre leaking vol white line bottom right want moving higher
853,cdc study shows one dose pfizer moderna covid vaccines effective pfe mrna httpswwwcnbccomcdcstudyshowssingledoseofpfizerormodernacovidvaccineswaspercenteffectivehtmlsourceiosappshareccomstocktwitsstocktwitsstshareextension
854,pfe april calls time high price
855,pfe mrna vaccines talked efficacy good data cdc pfe trying breakout
856,pfe lets go
857,cdc study shows one dose pfizer moderna covid vaccines effective pfe mrna httpswwwcnbccomcdcstudyshowssingledoseofpfizerormodernacovidvaccineswaspercenteffectivehtmlsourceiosappshareccomstocktwitsstocktwitsstshareextension
858,pfe someone explain contract going pfe going still month expiration tetha decay matter month expiration manipulation spy mrna jnj nvax
859,one dose pfizer moderna vaccines effective preventing covid cdc study health workers cnbc pfe mrna
860,pfe httpswwwcnbccomcdcstudyshowssingledoseofpfizerormodernacovidvaccineswaspercenteffectivehtml
861,one dose pfizer moderna vaccines effective preventing covid cdc study health workers cnbc mrna pfe aone
862,pfe
863,pfe stock amp option play need break key indicator uptrend confirmation uptrend mini breakout full breakout stop loss support pfizer incpfeus
864,uptrend stocks morning higher highs x pfe ko vz orcl results stockbeepcomuptmara
865,pfe ready large outside move clearly missing b market cap month pt
866,pfe want im thinking going take little pm dip maybe waiting little dip get today may wrong though
867,pfe steady price action today moving high fridays candle day sma crossing day could resistance around area possible coming weeks
868,pfe soon
869,pfe
870,pfe buy much whatever would like invest next week everything going go mark words
871,pfe september
872,pfe technicals point run might competing tortoise real time
873,pfe ive patient young man
874,pfe looking good
875,pfe run week
876,pfe hold line friends good fight give youre stressed know hold strong listen music relax keep thoughts together well get months look back laugh httpsyoutuberxrptwycy
877,pfe anyone know large prints see time sells buys
878,pfe damnit everything tanking broken go hard
879,hi justrading followers closing bell video monday holding options check video get information possible buy sell prices expected returns charts suggested striking price expiration date httpswwwyoutubecomwatchvcroliww suggested options buy healthcare put pfizer incorporated pfe buy technology put qualcomm company qcom
880,pfe million shares cleaned pathetic go week
881,large print pfe size price time amount
882,hi justrading followers closing bell video monday holding etfs stocks check video get information possible buy sell prices expected returns charts httpswwwyoutubecomwatchvcroliww suggested stocks bearish energy stock halliburton company hal quot bearish healthcare stock pfizer incorporated pfe quot bearish communication stock verizon communications vz
883,pfe red week pile shares wont regret
884,pfe esf spy great week mark post
885,amrn im getting pfizers nd vaccine dosage morning hopefully side effects wont kill could live long enough witness pfe upcoming acquisition amrn
886,pfe
887,mgks yes new covid strain discovered travellers tanzania urgent mutation calls tier vaccine trials focus region current tier vaccine likely fail new strain waiting see news updates soon htbx nvax pfe ino srne
888,htbx ino srne nvax pfe current vaccine based original strain virus mutated covid variant yet found tanzania travelers antony sguazzin march edt south african scientists behind discovery sent report tanzanias recently deceased president ignored disease mutated variant coronavirus yet found travelers tanzania prompting scientists call greater monitoring country largely ignored pandemic report submitted world health organization regional bodies shows strain mutations found version according tulio de oliveira director krisp scientific institute carries genetic testing african nations krisp discovered new strain south africa last year propelled resurgence infections country found new variant travelers arriving angola tanzania httpswwwbloombergcomnewsarticlesmostmutatedcovidvariantyetfoundintanzaniatravelersutmsourceurllink
889,atos pfe good luck boys
890,gains often gotta drop heavy cash get inside info like works also unpaid position clearly overview progress ease drop let bosses updated pfe
891,pfe damnit
892,white house contemplates waivingoff patent protections covid treatments pfe mrna jnj httpsnewsfilterioaebcdadaedcdb
893,levermann us bigcap sell wk cmcsa adbe abt pfe pep avgo mrk crm abbv tmo httpstinyurlcomyeclhpk
894,pfe protonix treatment maintenance healing pediatric participants aged years years nct httpsnewsfilterioaaddcfbdfcdded
895,pfe study talazoparib enzalutamide men ddr gene mutated mcspc nct httpsnewsfilterioafdacefbcfacbbcd
896,pfe tf man thing knows red
897,pfe analyzed analysts buy consensus analysts seem mildly confident pfe httpswwwchartmillcomstockquotepfeanalystratingsutmsourcestocktwitsamputmmediumanalystamputmcontentpfeamputmcampaignsocialtracking
898,svb leerink lowers pfizer fy earnings estimates eps previously httpswwwmarketbeatcomx pfe
899,victory pfe going alone mrna vaccines never threat towards biontech flu stuff likely continue imo anyway runs far less favourable conditions bntx comirnaty otherwise pfizer looks towards mass vaccines threatening especially sanofi gsk merck also newcomers like mrna nvax biontech strongly quotrare diseasesquot low volume high margin niches similar oncology stuff faster develop plus gates foundation support aiming develop vaccines hiv tb none high pfes priority list lets also forget bntx transferred mrna knowhow pfe pfe taught bntx run largescale clinical studies file fda applications
900,victory booster study conducted joinly bntx pfe bntx lead believe booster successful marketed conditions original vaccine httpswwwpfizercomnewspressreleasepressreleasedetailpfizerandbiontechinitiatestudypartbroaddevelopment
901,sweepcast observed pfe unusual options activity alerted call expiring worth k see profile link amp learn unusual options activity
902,bntx pfe azn among bickering quotwe funded az vaccinequot quotand biontechquot interesting twist behalf eu comes following sentence quotthe uk negotiating team led former ambassador eu sir tim barrow also claim plan invest pfizer vaccine next months quot auction first boosters seems declared opened httpswwwexpresscouknewspoliticsbrexitnewseuvaccinebanastrazenecajabborisjohnsonbrexitlatest
903,govx mrna pfe jnj nvax obvious
904,pfe many good things going good anchor stock w divvie
905,pfizer long term bullish trend elliott wave cycles pfe elliottwave httpselliottwaveforecastcomstockmarketpfizerlongtermbullishtrendandelliottwavecyclespfe
906,pfe green week coming
907,pfe skoreas expert panel says jampj covid vaccine safe effective approval
908,pfe love article says pfizer needs ultra low temps storage says moderna doesnt good weeks news flash point moderna pfizer near storage considerations pfizer needs sue news rag false info httpsamptheguardiancomsocietymarwhatdoesmodernascovidjabmeanfortheukvaccinerollout
909,pfe mentioned httpwwwstocksequitycomactivestockseyecatchingsharespfizerincnysepfewiththestreamofshares
910,pfe easy peasy
911,pfe think eventually go make feel least idiot investing
912,pfe pfizer vaccine week im fan doctors take long term potential medical stock httpswwwyoutubecomwatchvjuxvmzmxb
913,pacb therapeutic solutions international tsoi maybe worth throwing couple dollars mrna pfe jnj gsk
914,oldfngguy webtoken lordwilmore yes webtoken sell covered calls newbie figured owningwatching pfe multitude traders buying otm options dogs waiting spike never comes calls several times nicely finally got called last week may buy back like running blackjack game house advantage
915,pfe analysts keep lowering price targets isnt pfe supposed help end pandemic yet tank
916,meine purchasing probably continue done eu level means likelyhood member states also getclaim shares fill amp finish eg sanofi see bntx pfe pole position say fix plus option mrna race shift production switzerland eu nvax purchased factory cz manage get ema authorisation come decent booster reckoned yes cvac similar question marks nvax somewhat weakened position germany future split lobbying efforts cvac bntx outsider chances sanofi valneva least one get purchase option keep macron happy whether able deliver option remains seen
917,daily news digest pfizer pfe httpswsfriendcomdailynewspfe
918,pfe
919,bntx pfe nvax cvac acc faz german government anticipates annual eu demand anticovid boosters upgrades new variants doses ensure timely availability eu strive bn doses annual production capacity ie two three factories size marburg one puurs imo others remain seen sounds like investment subsidies ahead
920,levermann global bigcap sell wk cmcsa adbe abt pfe pep avgo mrk crm abbv tmo httpstinyurlcomygbulem
921,pfe
922,pfe correctly chose stock earn money week httpsyoutubefknswndfjre
923,pfe httpswwwnasdaqcomarticleswordsfrompfizersceothatmeantroubleformodernaandbiontech
924,nbrv bngo anyone looking wants dd nabriva video lot information compiled minutes aiki pfe httpsyoutubexueteyofm
925,pfe bad technical rating show decent setup pattern httpswwwchartmillcomstockanalyzerstockpfekeyfadbfcaaaamputmsourcestocktwitsamputmmediumtaamputmcontentpfeamputmcampaignsocialtracking
926,dvax mrna pfe ocgn
927,pfe highyield dividend stocks solid growth prospects httpdlvritrwxtbt
928,ibio world needs ibio ever pfe mrna jnj aint want need valuethat blueangels
929,world needs ibio ever pfe mrna jnj aint want need valuethat blueangels
930,us delicate position covid cases increase alongside vaccinations experts warn pfe mrna jnj httpsnewsfilterioacfdabaef
931,pfe mrna jnj xbi xhe hepa govx renewed concerns trajectory covid cases us moving wrong direction hospitalization rates increase number cases climbing states httpswwwcbsnewscomnewscovidtrendsconcernvaccinationsrise
932,govx xbi mrna pfe httpswwwtheguardiancomglobaldevelopmentmarchilecoronaviruslockdownsvaccinationsuccess
933,think market react pfes uptrend moving average convergence divergence macd histogram crosses signal line view odds indicators httpssrnkusgo
934,capr pfe mrna bntx loved line quotuntil somebody makes major breakthrough mrnabased drugs remain limited singleuse applicationsquot person wrote paying attention major breakthroughs bit research current state exosomes warranted
935,capr pfe mrna bntx nice article highlights market segment capricor open read limitations exosome engineering solves issue daily dosable biologic delivery therapeutic purpose glad us investors opportunity buy mainstream media caught httpswwwnasdaqcomarticleswordsfrompfizersceothatmeantroubleformodernaandbiontech
936,time buy stock boeing pfizer tesla ge carnival ba pfe tsla ge ccl httpsnewsfilterioabbebfadcfc
937,pfe charts saying get quickly
938,pfe child vaccines school year begins
939,pfe good read
940,sweepcast observed pfe unusual options activity alerted call expiring worth k see profile link amp learn unusual options activity
941,opgn take profits plx fda approval b royalties market cap pfe owns plx february dexcel pharma increased stake total ownership plx fda approved product growing sales earnings growing exponentially revenue growing exponentially become profitable end analysts consensus pt current price technicals monthly time frame bollinger bands narrowed historical minimum monthly time frame accumulation indicator years maximum monthly time frame strong bullish divergence money flow indicator stock graph monthly time frame bullish divergence rsi stock price float high volume skyrocket hundreds per day technicals fundamentals indicating multimonths breakout potential gainer short term httpsseekingalphacominstablogjohnsoriaknowsplxpotentialsecondpdufadelaybecomingunlikelydaypointingtodoubledigitsnearterm httpsyoutubekjbmitdmjpy
942,selected tickers vxrt htbx imv nvax pfe httpsselectionnewyorkblogspotcomgovxgeovaxcovidvaccineprogramishtml
943,segi aabb ppbt nok pfe bullish af
944,pfe remeber short months ago usworld peril covid well company takes dollars government develops vaccine months dime one two companies get fda emergency approval within months yes jampj approved gks submitted emergency approval fda lets forget astrazeneca situation right mostly market aquotshow moneyquot market quot thanks saving worldquot money doesnt exist wow announce esg q k superhero
945,pfe pfizer goes alone expand vaccine business beyond covid pandemic wsj httpswwwwsjcomarticlespfizergoesitalonetoexpandvaccinebusinessbeyondcovidpandemic
946,pfizer long term bullish trend elliott wave cycles pfe elliottwave httpselliottwaveforecastcomstockmarketpfizerlongtermbullishtrendandelliottwavecyclespfe
947,pfe mon close
948,pfes low peg ratio compensates pe growth indicates rather cheap valuation httpswwwchartmillcomstockquotepfefundamentalanalysiskeyfadbfcaaaamputmsourcestocktwitsamputmmediumfaamputmcontentpfeamputmcampaignsocialtracking
949,vocliss trademarked pfizer inc httpsusptoreporttm vocliss pfe
950,pfe imo monday
951,pfe pfizers advantage expertise httpswwwnasdaqcomarticleswordsfrompfizersceothatmeantroubleformodernaandbiontech
952,pfe uh oh oral vaccine crush stocks vaccine httpsyoutubegwfqbrzo
953,aabbgx aabb lt nflx rtx pfe turn know stand httpswwwyoutubecomwatchvcdbyejnjiu
954,pfe uh oh lookout
955,pfe hhhh hate stock got first moderna dose hahaha
956,pfe mrna biol wuhn htdsoh boy oh boycheck decn mr b found guilty rapid covid saliva test kit fda approvedcan say
957,epluribusunum youre wrong get vaccine shut pfe mrna jnj
958,science solves trademarked pfizer inc httpsusptoreporttm sciencesolves pfe science solves
959,voclest filed trademark pfizer inc httpsusptoreporttm voclest pfe
960,sweepcast observed pfe unusual options activity alerted call expiring worth k see profile link amp learn unusual options activity
961,pfe today didnt move differently day
962,vaoclest pending trademark approval filing pfizer inc httpsusptoreporttm vaoclest pfe
963,cfrx jim cramer invited twice street last ceo position held think something positive announce barda fda breakthrough status watch interview links situation discuss nestle backing fda breakthrough pfe barda fda relationships friends world roger around long time takes phone call got cash team
964,trvn jnj pfe lly azn cmon hop moon shoes
965,pfe httpswwwfoolcominvestingwordsfrompfizersceothatcouldmeandisasterfo
966,investorlewis take profits plx fda approval b royalties pfe owns plx february dexcel pharma increased stake total ownership plx fda approved product growing sales earnings growing exponentially revenue growing exponentially become profitable end analysts consensus pt current price technicals monthly time frame bollinger bands narrowed historical minimum monthly time frame accumulation indicator years maximum monthly time frame strong bullish divergence money flow indicator stock graph monthly time frame bullish divergence rsi stock price float high volume skyrocket hundreds per day technicals fundamentals indicating multimonths breakout potential gainer short term httpsseekingalphacominstablogjohnsoriaknowsplxpotentialsecondpdufadelaybecomingunlikelydaypointingtodoubledigitsnearterm httpsyoutubekjbmitdmjpy
967,daily news digest pfizer pfe httpswsfriendcomdailynewspfe
968,pfe monday day bears short sellers lose lot dont bet america
969,victory adding production capacity information would finally overload already cramped table reason also decided refrain including info side effects eg anaphylactic shocks thrombosis risk apparently associated azn jnj vaccines capacity information circulating far hardly trustworthy azn eg currently neither able fulfil contractual obligations eu via sii covax nvax postpone eu negotiations supply shortage argentina experiences delayed fluctuating supply sputnik ukraine reports sinovac sinopharm wasnt able deliver expected quantities local fillampfinish brazil moment bntx pfe mrna appear able deliver according contractual obligations
970,mrna pfe jnj whos vaccine board like get head count curious
971,pfe interesting read says pfizer may better long term play mrna technologies httpswwwfoolcominvestingwordsfrompfizersceothatcouldmeandisasterfo
972,swing trade ideas week ahead httpacinvestorblogspotcomswingtradeideasforweekaheadhtml pfe aa many hard days make stronger aly raisman great weekend everyone safe
973,cocp tbh board misses antiviral hype fucking nuts fucking way pfe starting testing dropping news us get fucking move gray
974,tndm governing principals tandem diabetics ill always check companies mission statement prior repurchases good things right customer success added unh pfe hum xlv
975,ocgn vaccinating people vaccines waste time experimental rushed way political going failure mrna pfe
976,pfe chinese virus fraud
977,pfe anyone think see sometime soon
978,bntx pfe jnj nvax azn vaccine comparison latest output german group anyone asks azn data according ema assessment report update us data done phase results published peer andor fdareviewed
979,great thread mrna technology posted back dec mrna pfe httpstwittercomwheatnoilstatus
980,amrn pfizer pfe ht iryokabu httpswwwtriglycerideforumorgourmission
981,bikechain major buyout candidate billion dollar pipeline pfizer second largest shareholder u read mostly institutional investors buy positions behemoth biotech companies like pfe also recently coincidentally added dr barlough board last momenta pharmaceuticals sold johnson johnson google see credentials big major third phase assets meet major unmet market applications endless governments barda program awarded million dollar contract studying quality coming conclusion cfrx major deal million upfront aswell worth googling barda see exactly pfizer buying big jane barlough coming massive hard put pieces puzzle together market cap millions small buyout wont itl much bigger
982,govx ibb labu mrna pfe httpswwwftcomcontentcffbabfdacfaeda
983,govx xbi mrna pfe spy indian sarscov consortium genomics carrying genome sequencing analysis coronavirus strains since december says cases variants concern detected india httpswwwcnncomindiaindiacoviddoublemutantvariantintlhnkindexhtml
984,pfe
985,aapl pltr tsla agreed trim keep snap pltr pfe get rid margin holdings case money ride everything
986,jjohne pfe milestone payments bntx published information doesnt provide detail character milestones cooperation agreement flu vaccines available sec annex nasdaq listing prospectus includes salesbased milestones broken per geographic region might comirnaty milestones eg sales east asia might achieved q well need await tuesday clarification another issue uncertain license fees genevant arbutus lnps run bntxs books ie paid reimbursed pfe increasing bntxs turnover directly taken pfe portion global sales applies principle manufacturing subcontracts eg rentschler polymun marburg runs seperate business entity consolidated going concern need see means terms depreciation
987,pfe dr spot
988,pfe bad technical rating show decent setup pattern httpswwwchartmillcomstockanalyzerstockpfekeyfadbfcaaaamputmsourcestocktwitsamputmmediumtaamputmcontentpfeamputmcampaignsocialtracking
989,updated correlation matrix xylemxyl pfizerpfe starbucks httpswwwmacroaxiscominvestmarketcorrelationsxylpfesbuxmktyisbcmsftlkcodgxctshlenmchpsmsey stocks earnings
990,pfe upcoming event april prescription drug user fee act pdufa goal date options expiring april cover event implied move httpstinyurlcomyzqlvb
991,pfe oops ovavax drops reported eu vaccine production issues novavax says lack raw materials delaying production covid vaccine tony owusumar pm edt
992,pfe covid giants shares lagging behind rivals heres httpdlvritrwtjj
993,canootothemoon take profits plx fda approval b royalties pfe owns plx february dexcel pharma increased stake total ownership plx fda approved product growing sales earnings growing exponentially revenue growing exponentially become profitable end analysts consensus pt current price technicals monthly time frame bollinger bands narrowed historical minimum monthly time frame accumulation indicator years maximum monthly time frame strong bullish divergence money flow indicator stock graph monthly time frame bullish divergence rsi stock price float high volume skyrocket hundreds per day technicals fundamentals indicating multimonths breakout potential gainer short term httpsseekingalphacominstablogjohnsoriaknowsplxpotentialsecondpdufadelaybecomingunlikelydaypointingtodoubledigitsnearterm httpsyoutubekjbmitdmjpy
994,govx update er days jason mccarthy maxim group quotthanks taking questions think question directed mark newman mentioned someone mentioned part interaction nih regulators general understand need another variation covid vaccine talk little bit mva vlps get cells b cells antibodies need cells really mrna vaccines immunology circles nobody really believes get anything antibodies get nothing days seems like regulators aware theyre public elaborate little bit quot httpsselectionnewyorkblogspotcomgovxgeovaxcovidvaccineprogramishtml selected tickers vxrt htbx imv nvax pfe
995,sweepcast observed pfe unusual options activity alerted call expiring worth k see profile link amp learn unusual options activity
996,make feel pfes uptrend moving average convergence divergence macd histogram crosses signal line view odds indicators httpssrnkusgo
997,pfe pfizer vaccine proprietary additive every dose
998,pfe nd day vaccine feeling sore arm stomach pains chills headache
999,ocgn trying end covid pfe wants keep covid forever httpsyoutubeuztdlwfa
1000,attorneysrealty myov last original vants sumi havent completely bought yet myov got approval religolix pfe paying billion half including million upfront market cap held billion insanity considering blockbuster drug pfe deal sumi closed urovant sumi bought company already mo urovant buying rest myov allow move forward plan happen soon restricted voting rights buyout premium arrogant fools already list one companies website httpswwwsumitovantcomourcompanies
1001,mrna pfe xbi labu govx httpswwwthesuncouknewsbizarresideeffectcovidjabssignstowatch
1002,rafunrafun pharmacydude must missed memo pfe news sharemaybe pr simultaneously w bo
1003,pfe guys face really punchable
1004,mrna pfe xtn xlf xle govx httpswwwtheguardiancomworldmarukgovernmentintalksoverexpandingcovidtravelredlist
1005,mrna jnj azn pfe someones breaking away rest group mill lead turned mill lead glta
1006,pfizer long term bullish trend elliott wave cycles pfe elliottwave httpselliottwaveforecastcomstockmarketpfizerlongtermbullishtrendandelliottwavecyclespfe
1007,sweepcast observed pfe unusual options activity alerted call expiring worth k see profile link amp learn unusual options activity
1008,ngrover companies would well compensated return sharing portions ip otherwise would open government massive lawsuits original deal operation warp speed provision taking ip would basically totally ruin many companies merely hired accelerated research exchange set prices guaranteed access likely license pay handsomely release portions formulas companies entire research also would take herculean efforts companies suddenly get point took moderna years plus operation warp speed release first vaccines shorting stocks nearsightedness total lack understanding whats happening three companies stand make lots money either way mrna pfe bntx azn jnj
1009,mrna pfe get live pure capitalism society needs checks balances regardless economic system choose im absolutely capitalist situation regulation necessary capitalism doesnt get unlimited power left unchecked situation get system companies like moderna pfizer incentived treat variants rest world continues create moderna already stated covid forever understand think dangerous companies heavily profit pandemics wouldnt shocked plenty anticipate potential arms race viruses continue current arrangement incentives need change httpswwwcnbccomcovidvaccineupdateswhitehousemullsliftingintellectualpropertyshieldhtml
1010,pfe bought way way continue add week ready roll ready feels good hold undervalued value stock right lets go pfe
1011,sglfghi sumi buy dont want sell someone else whole idea behind pfe deal placate mission accomplished
1012,pfe big trades today shares average
1013,vbiv wiseinvestor armymike thoughts big pharma already sees billions future revenues giving ppl vaccine per year furthermore government helping initial rollout covid vaccines expedite process cutting usual marketingsales costs years associated launching drugvaccine already know market research us good taking vaccine insurance willing pay pop youre big pharma already baking rhetoric media covid stay make easy convince general public get future done strategically easy money bp adding one vax one would normally take flu vaccines talk taking money baby would big pharma tell us covid going away vbiv pfe mrna nvax covid stonks
1014,value stock rotation isnt overnot long shot pfe mrna aapl msft tsla httpsnewsfilterioaeeaacfcdecfccbc
1015,bntx mrna pfe nvax jnj biden administration try lift ip vaccines end capitalism administration difference communism question power specially bntx even american company investors sue administration sure
1016,pfe hope pfizer come vaccine p variant one sucks thanks
1017,pfe per charts back
1018,pfe next stop according charts would funny bad news gets us lol
1019,pfe yeah happen
1020,tbisgoat im getting first dose pfe bntx vaccine tuesday happy employers seem heading direction making requirement also glad isnt shit jnj vaccine
1021,pfe least
1022,pfe whats love smart medical company much covid vaccine get excited doctors long pfizer httpswwwyoutubecomwatchvjuxvmzmxb
1023,pfe mrna azn
1024,pfe mrna entire force may vaccinated covid early summer httpsnewsfilterioadecaedafabc
1025,pfe imagine buying approve vaccine done tank
1026,pfe proposal never happen discuss yes pass noise er
1027,pfe gonna fly er
1028,pfe thats right ah bs means nothing hereu go pfizer corp cure world give kids freedom back
1029,pfe see minus ah exatcly gentlemen selfsoiling aye go beers
1030,pfe monn landing next week
1031,mingz may well buy back sell covered calls stocks like pfe perfect lose dishonest ceo go short order gl
1032,pfe probably ah ends
1033,pfe
1034,pfe well im called away finally glta
1035,daily news digest pfizer pfe httpswsfriendcomdailynewspfe
1036,pfe thats take profits news drop hard monday welcome world pfe
1037,pfe happened crap hrs
1038,pfe mrna jnj wow congress considering temporary suspension patent covid vaccine understand good world poor countries developing medications cheap came huge risk dont understand india china russia vaccines india asking blows mind dont vaccine ocgn american vaccines needs patent suspension needs type payment back risktaking american pharma industry dems wants give away free research world better plans compensate pharmas otherwise next pandemic one want jump action
1039,white house considers lifting ip protections vaccines cnbc jnj mrna pfe bntx httpsnewsfilterioafabbdbefedabee
1040,geo kiq early morning trade collecting capital gain back forth market march stay bless pfe sold small capita gain load something quick weekend time httpsqraepnqio
1041,pfe tank hard saying
1042,pfe removing patent law protection vaccine gtfo government control
1043,pfe clearing recent high going new range good volume providing good rr vs lod continuation next week holding
1044,sp spx finscreener ranking mega healthcare stocks unh abt jnj pfe httpswwwfinscreenerorgscreenerfsstockrankingfinscreenerrankingsp
1045,amrn give pfe ceo heads httpstwittercomrafunstatuss
1046,pfe stock go earnings
1047,crtx pfe pfizer investor cortexyme releasing results pivotal gain trial alzheimers disease q httpswwwfoolcomquotenasdaqcortexymecrtxmajorholders
1048,pfe yeah pfe know
1049,pfe today market movement confirmed shift growth stocks value stocks begun
1050,pfe thank letting accumulate bottom last two months
1051,pfe
1052,pfe added today average gotta feed beast
1053,huge print pfe size price time amount
1054,pfe fooled forgive pfe least one day
1055,pfe cmon show april ends
1056,pfe todays chart great weekend guys
1057,pfe actually going strong close
1058,pfe nat current holds paying
1059,pfe monday back brief period time gaping higher undervalued asset
1060,pfe
1061,pfe boys got hold one
1062,amc way fun last couple months shitpile garbage dog food save world osteoporosis fixing garbage stock pfe im stuck like bad oozing sore phallic monster
1063,pfe locked small gain dont trust
1064,pfe slowly climb earnings
1065,pfe trying reach stay
1066,pfe move fucking high
1067,pfe im stupid know going drop per share ah market part rigged game hedge funds sec market makers
1068,pfe okay strong close minutes left dont freakin fail us
1069,pfe
1070,govx mrna pfe jnj xbi httpswwwdailymailcouknewsarticlesouthafricancovidvariantmakescurrentcropvaccineseffectivesagewarnshtml
1071,pfe
1072,pfe hold onto
1073,pfe oh yeah almost forgot pfe see soon
1074,pfe
1075,pfe better close
1076,pfe gsk race
1077,pfe
1078,pfe hair growth activity stock
1079,pfe
1080,pfe starved activity celebrate mediocre increases pfe act like know performance sucks share wealth
1081,pfe probably going close lucky
1082,pfe hello
1083,pfe
1084,pfe monday
1085,pfe hallelujah
1086,moedough dimi old news delivering vaccines mrna pfe
1087,pfe monday
1088,pfe baby finally hit
1089,pfe mo cup handle yr
1090,pfe httpsstocktwitscomnovicemessage
1091,pfe love shorts finally pissing way oversold good dividend compelling case bull move
1092,pfe least one holding strong today
1093,pfe
1094,pfe rock
1095,pfe vaccine bring revenue next several years billion within years incredible set giant artificial intelligence pharma industry money
1096,pfe oh geez forgot extra k set aside day trading theres much good picks im gonna park money pfe add another shares shares already kicks make sure add pressure upward moment
1097,pfe please
1098,pfe results plz
1099,pfe
1100,pfe
1101,pfe market bubble follow michael burry
1102,pfe possible earnings seems wishful thinking earning spike earning looks plumb billion doses accounts almost b revenue small thing company short duration
1103,pfe
1104,pfe someone explain possible call lost days stock goes
1105,pfe cyclical stocks rise cyclical stocks new growth stock
1106,pfe still sitting waiting itll probably gets lol
1107,pfe turd gets real freedom going close held many months suppressed months
1108,pfe acid test today close stay next week well lets hope usual rug pull friday
1109,pfe someone awoken sleeping beast
1110,pfe finally running due technicals lagging long uptrend passed ema ema ema crosses ema boom breakout get dont assume price high regret later month two good long term outlook next months
1111,ocgn sbbp strongbridge biopharma catalyst looming fda approval time httpsseekingalphacomnewsstrongbridgegainsondetailedphaseresultsforrecorlevincushingssyndrome solid bio share going climb exponentially news know gain fda approval dd techs data super srtong seriously sound opportunity buy current dipped price point get folks mark words happening soon huge climb coming lgp united kingdom azn pfe mrna
1112,pfe yes keep moving baby
1113,pfe run
1114,pfe holddddd
1115,pfe breaking bebeeeeee
1116,pfe soon
