,tweet
1378,azn pfe jnj go dr fauci date data better efficacy serious illness hospitalisation deathand know uk works even better week dose gap us chose weeks httpswwwastrazenecacomcontentastrazmediacentrepressreleasesazdusphaseiiiprimaryanalysisconfirmssafetyandefficacyhtml
1379,pfe best stock dung hits fan love stock
1380,nvax zom regn pfe article outlining inflammation drug market currently top selling drug class amp exponential growth going forward httpswwwprnewswirecomnewsreleasescontrollinginflammationtostopdiseasehtml
1381,pfe hands worst stock ever great company massive potential never move sickening best luck everyone wont lose money odds wont make
1382,pfe big trades today shares average
1383,pfe green today wow
1384,kpti think postcovid government bring focus cancer research treatments lift profile value many oncology companies research around eric lander news recently see cofounded vstm michael kauffman kpti ceo board board infi years ago way back also worked together millenium eric founded eric landers appointment lead presidential council advisers science technology office science technology policy announced pfizer facility month ago mikael dolsten acknowledged founding member cancer moonshot kpti board years head research pfe people great track record solid science thats produced great medicines observations small world ill continue patient kpti
1385,pfe holding k worth calls surprised quotchart millquot didnt signal huge buy
1386,ruffmoney would make lot sense might explain lid price pfe collaboration aim lol small position well
1387,pfe nvax
1388,pfe called february
1389,allinquinn undervalued potential pfe
1390,govx xbi mrna pfe spy httpswwwmsncomenushealthmedicalminnesotareportscovidcasesinvaccinatedindividualsarbbeuy
1391,days since rs butchery mismanagementmike castagnant pathetic cents delayed pediatric approval ultra rapid acting label overdue ceo rejected deals international technosphere expansion mnkd buyout hostiletakeover stay single digit purgatory fck mike change readysetinhale patientsdeserveaccess mediocremike moronmikenewleadershipnow pfeffersucks bourlabod pfe hooperceo amgn geoffmarthabod mdt rothblattbod joergensenbod rejoycebod sayerthesaviorbod dxcm bradwaybod sendhelpmyceoblows greedycego ceosabotage ceosuffocation botcheduae technospheresquandered paltryplusk retirementunfuxred truelongs prereversesplit
1392,pfe cant wait see get trounced tomorrow
1393,daily news digest pfizer pfe httpswsfriendcomdailynewspfe
1394,pfe chinese virus myth
1395,liquidtheta trade alert delayedactionable ticker pfe buy sep calls entry price tp tp tp stop loss optional highly profitable options signals delivered inbox httpswwwliquidthetacom
1396,large print pfe size price time amount
1397,ocgn mrna jnj pfe nvax httpsinvestorplacecomocgnstockkeycatalyststhatcouldsendthisstocksoaringagain
1398,pfe closing chart pfizer
1399,morro everything got sold moved value today consider stupid decent recovery least thought pfe parting ways concerning opportunity bntx finally get fully valued see really good vaccine sales jointly b year
1400,pfe nvax one year ago today pfe one year ago today exactly quotlongquot pfizer get pretty much didly squat
1401,pfe okay folks bluffing currently hand tomorrow bronze pfe move silver pfe move gold pfe move diamond pfe move legendary pfe move play
1402,pfe one green today
1403,nvax quotrevizedquot efficacy aztrazenecas us phase covid trial azn nvax jnj azn pfe mrna httpstwittercombiolunacyjgstatuss
1404,pfe funny everybody dying get vaccinated trump president nobody wanted go near shit lol
1405,pfe one disappointing stocks exchange thing stagnant like year thing moves like penny stock
1406,pfe
1407,pfe got covid vaccine grew two inches put good stuff buy buy go get vaccinated pfizer long
1408,pfe stock never go
1409,pfe big trade shares
1410,huge print pfe size price time amount
1411,regn good news doesnt move stock regn pfe big brother
1412,opk need us dont sell short pfe gnmk
1413,tdubsniper great article shows mrna pfe effective
1414,pfe sanders reason
1415,spy got pfe vaccine today cvs actually felt like got energy boost
1416,srpt dont see people cant see truly house cards inflated valuation thats still high side given inherent flaw pipeline trade pfe announces even smidge success gene therapy capr announces aa dmd smh
1417,azn ebs jnj pfe time httpswwwfiercepharmacommanufacturingdutchplantatheartastrazenecaseurovaccinerowcouldsoonbeapprovedreport
1418,halb going mark post pfe mrna jnj enzc
1419,crtd amc gme pfe hofv told ya
1420,pfe many stocks green todaycongrats
1421,eu uk working specific steps boost vaccine supply pfe jnj mrna
1422,mrna mrna moderna single dose refrigerator stable incoming pfe jnj nvax httpswwwfoolcominvestinglookoutmodernacouldhaveanevenbettercovidv
1423,mrna moderna potential new revolutionary flu vaccine efficacy due mrna technology compared standardcurrent flu vaccines effective combine one shot annual sarscov vaccine boosters likely effective new refrigerator stable vaccine delivered worldwide game changer youd special kind stupid betting company mrna technology way future bntx pfe included
1424,enzc mrna halb pfe im guy
1425,halb market makers stole shares going back new highs soon low market cap low float massive potential ceo stock around per patents treatments mrna pfe enzc going run like enzc
1426,pfe new pfizer covid pill could gamechanger biotech etfs httpswwwetftrendscompfizercovidpillgamechangerforbiotech
1427,pfe predictable fade
1428,pfe myovant sciences pfizer announce positive data phase liberty randomized withdrawal study oncedaily relugolix combination therapy women uterine fibroids
1429,pfe pill news oh love
1430,pfe stocks make record breaking profit recession hit year imagine possibilities
1431,opk hodl pfe gnmk
1432,pfe liking growth potential
1433,pfe refineries today hope run
1434,pfe stock ever moved would think drugs
1435,pfe like moving mountain trying get passed range
1436,pfe one dollar petes sake
1437,sp spx heatmap weeks performance mega healthcare stock jnj unh abt pfe httpswwwfinscreenerorgmapmapsp
1438,pfe one else sees daily
1439,kmph nvax anyone looking dd kempharm check new video explaining happened past weeks imo bngo pfe httpsyoutubeszvhpnezas
1440,pfe go call option drain
1441,mrna except pfe seems mrna best performing vaccine stock today far
1442,pfe stopping get mad
1443,nio transition growth stocks cyclical stocks happening time give pipe dream stock like nio move money recession safe stock like pfe dividend growth potential
1444,pfe httpswwwetftrendscompfizercovidpillgamechangerforbiotech
1445,sahmlife kingeric lost money pfe last year like k rest last week spy ultimately stayed etf would fine gambling fun think reflection greater economy spy drop unemployment go per last stress test predictive programming
1446,srpt rhhby buy sarepta b stupidity surreal pfe step create bidding war got nothing dmd cash covid vaccines dont surprised see b buy barely b
1447,pfe need big hands come rock boat
1448,ccl pfe found possible cup handle minute
1449,pfe insane july calls least beats day like day though
1450,pfe pfizer waking
1451,large print pfe size price time amount
1452,pfe developing oral vaccine
1453,pfe pfizers less
1454,pfe could go ahead skyrocket thatd great
1455,pfe slowly going bullish
1456,httpsselectionnewyorkblogspotcomgovxgeovaxcovidvaccineprogramishtml selected tickers vxrt htbx imv nvax pfe
1457,pfe youd think theyd switch narrative time time mean many days sit watch dip first thing bell spike super fast fade rest day
1458,pfe sick stagnant action move crtd micro float ntf
1459,pfe happening transition growth stocks value stocks
1460,aabb nok pfe ppbt company making money mil profit app running k tokens sold far
1461,pfe
1462,pfe bought jun c er may th th
1463,liquidtheta trade alert delayedactionable ticker pfe buy sep calls entry price tp tp tp stop loss optional highly profitable options signals delivered inbox httpswwwliquidthetacom
1464,vxrt week low still way priced almost pfe world running hilariously
1465,pfe little pop continued downwarddoggie dog
1466,pfe settle moderate recovery day bringing us back near letting tomorrow legendary gap move fingers crossed dont pull rug soon
1467,pfe
1468,pfe bull
1469,rigl pfe azn opportunity knocking door rigels fostamatinib ra httpspharmaphorumcomnewsbadnewsforpfizerasblockbusterxeljanzflunkssafetystudy xeljanz one pfizers topselling drugsquot quota safety study showed xeljanz tofacitinib used treat rheumatoid arthritis ra associated higher rate heart attacks cancer tnf inhibitor patients aged underlying cardiovascular risk factorsquot httpsstocktwitscomgerszonmessage
1470,pfe added value stocks aint going anywhere anytime soon
1471,bntx pfe httpswwwexpresscouknewspoliticsastrazenecavaccineitalyhalixmilliondosesukeuexportban
1472,pfe wooow never seem heavy short ladder
1473,crtd buy em sale amc gme pfe next nft explode micro float hofv
1474,eu proposes tougher controls vaccine exports supply row deepens azn pfe bntx mrna httpsnewsfilterioaafcfddaadddefe
1475,pfe roce insights pfizer httpsnewsfilterioafeaeaddafcda
1476,pfe big trade shares
1477,pfe big trade shares
1478,large print pfe size price time amount
1479,gqhartman take baba raise pfe
1480,pfe worth couple cents myovant sciences pfizer announce positive data phase liberty randomized withdrawal study oncedaily relugolix combination therapy women uterine fibroids
1481,nsofresh elaborate pfe involvement mustve missed
1482,cfrx market cap trading total financingm cash barda grants ema application openly communicated yet cant wait value realization pfe involvement paytience yall aveo kmph xbi
1483,aveo robin hooders action minutes last chance grab fda approved bio httpsyoutubeeycgmusaku nvax atos mrna pfe httpsyoutubeeycgmusaku
1484,bntx pfe hong kong halts use biontech vaccine packaging issues httpsnewsfilterioacebccbbecfeee
1485,hi justrading followers closing bell video wednesday holding etfs stocks check video get information possible buy sell prices expected returns charts httpswwwyoutubecomwatchvihtzubkzy suggested stock bullish healthcare stock pfizer incorporated pfe holding stocks bullish discretionary stock roku incorporated roku bearish discretionary stock tesla incorporated tsla bearish staples stock cocacola company ko bullish technology stock advanced micro devices amd bearish technology stock alphabet incorporated goog bullish technology stock broadcom incorporated avgo bullish technology stock cisco systems company csco bearish technology stock qualcomm company qcom
1486,myov pfe myovantpfizers relugolix combo therapy shows sustained clinical benefit uterine fibroids httpsnewsfilterioaafacbcdafdcdb
1487,myov pfe report phase liberty study oncedaily relugolix combination therapy women uterine fibroids met primary endpoint httpswwwbriefingcomindepthanalysiscontentarticlearticleidinmyov
1488,mrna everyone talking mrna pfe bntx one know nanorepro wkn corona tests germany check company buy nasdaq otc
1489,myovantpfizers relugolix combo therapy shows sustained clinical benefit uterine fibroids benzinga pfe myov
1490,aezs damn pfe trying push turf pfizer nysepfe makes progress earlystage trials covid pill
1491,myov cheaper pfe buy overpriced pr firm write press releases
1492,taylorste try pfe lol
1493,iswh watching closer wondering make positive impact stock price jnj pfe mrna httpsmarketwirenewscomampnewsreleasesiswholdingsentersbillionteleheathandhomehhtmltwitterimpressiontrue
1494,pharma dividend growth stocks yielding pfe abbv gild httpswwwdividendpowerorgpharmadividendgrowthstocksyielding
1495,azn pfe jnj utterly disgraceful httpswwwpoliticoeuarticleitalianauthoritiesdiscovermoxfordastrazenecavaccinedoseslastampa
1496,pfe lt pos
1497,pfe check future acquisition httpswwwredditcomrrobinhoodpennystockscommentsmqlsrupcomingcatalystforptnutmmediumandroidappamputmsourceshare
1498,pfe httpwwwglobenewswirecomnewsreleaseenmyovantsciencesandpfizerannouncepositivedatafromphaselibertyrandomizedwithdrawalstudyofoncedailyrelugolixcombinationtherapyinwomenwithuterinefibroidshtml
1499,pfe study assess safety efficacy tafamidis chinese participants transthyretin amyloid cardiomyopathy nct httpsnewsfilterioaabeadbaaebabf
1500,pfe drug use investigation comirnaty intramuscular injection nct httpsnewsfilterioabacabcdeecab
1501,pfe httpswwwcnbccomcovidpfizerbeginsearlystageclinicaltrialtestingoralantiviraldrughtml
1502,myov pfe pfizer myovant sciences relugolix combo shows positive action uterine fibroids httpsnewsfilterioaaddaccefcbfd
1503,pfe bntx hong kong suspends pfizerbiontech covid shots loose caps minor dirt report httpsnewsfilterioaffbbbfcdd
1504,pfe making covid pill httpsthehillcomchangingamericawellbeingpreventioncurespfizerisnowtestingacovidpill
1505,marketbeatinsidertrades mg mln insider buy guy really believe future zom itrm pfe bhc teva
1506,eu set curb covid vaccines export uk reuters azn pfe mrna jnj httpsnewsfilterioaaefbcefbaad
1507,pfe fuck sleepy biden
1508,pfe httpsyoutubezwbjcc
1509,pfizer ceo albert bourla says company plans use mrna technology led successful covid shot expand vaccine business pfe bullish expanding mrnabased vaccines business lookahead manufacturing approach experimental drugs httpswwwwsjcomarticlespfizergoesitalonetoexpandvaccinebusinessbeyondcovidpandemic
1510,pfe
1511,liquidtheta trade alert delayedactionable ticker pfe buy sep calls entry price tp tp tp stop loss optional highly profitable options signals delivered inbox httpswwwliquidthetacom
1512,pfe drug pricing legislation introduced sanders weighs pharmas
1513,sweepcast observed pfe unusual options activity alerted call expiring worth k see profile link amp learn
1514,pfe bntx hong kong halts use pfizerbiontech jab defective packaging httpsnewsfilterioaaddffcafedce
1515,halb halb going acquired pfizer jnj watch learn pfe jnj mrna nvax
1516,pfizer long term bullish trend elliott wave cycles pfe elliottwave httpselliottwaveforecastcomstockmarketpfizerlongtermbullishtrendandelliottwavecyclespfe
1517,pfe large call oi expiring friday
1518,liquidtheta trade alert delayedactionable ticker pfe buy sep calls entry price tp tp tp stop loss optional highly profitable options signals delivered inbox httpswwwliquidthetacom
1519,pfe azn mrna jnj xbi govx prevent infection going around country means vaccinating everybody degree social distancing protection going required httpswwwexpresscouknewsukcoronavirusnewscovidmaskssocialdistancingvaccineastrazeneca
1520,nvax pfe jnj azn mrna httpsnewsskycomstorycovidtheresgoingtobeanewsurgeincoronavirusinfectionsandlongrainshadowtocovidwarnsprofessorchriswhitty
1521,govx nvax mrna pfe jnj httpswwwthesuncouknewszerochanceeradicatingcovidforgoodwhittyvallance
1522,pfe mar atm implied vol jumps straddle implies move httpstinyurlcomyaxkx
1523,pfe might drop morning
1524,pfe hope im misguided rest week could days wheat separated chaff mercilessly keeping faith hodl good luck everyone
1525,pfe im playing legendary pfe gap card tomorrow super rare limited edition guaranteed minimum move max potential
1526,pfe keep mind pfizer working booster current vax hit phase httpswwwbloombergcomnewsarticlespfizerbeginshumantrialsofnewpilltotreatcoronavirus
1527,pfe cant miss bullish
1528,pfe based historical charts look year chart stock price going increase within next week mark post spy
1529,fcel pfe pfizer
1530,kmph nvax anybody looking dd kempharm check new video explaining happened past weeks imo bngo pfe httpsyoutubeszvhpnezas
1531,pfe hey look pioneer sbfm anticoronavirus compound sbfmpl acts coronavirus papainlike protease plpro nonstructural protein encoded viral genome synthesized hijacked protein synthesis machinery host cell sbfmpl inhibits plpro arrests viral replication sbfmpl expected inhibit plpro uk variant well original strain since uk strain show mutations plpro gene patent pending studies uga yes pennies low float stupid low price
1532,rgr spy pfe mrna need help miami beach spring break bidens border dont ask goodnewsbull cuz hell say trump
1533,pfe literally saving world nobody wants pfepeople would rather scam pump dumps like tkat gme still holding seems like years httpstwittercomcnbcnowstatuss
1534,pfe premium stock price related covid vaccine still trading price like pandemic
1535,pfe approximately usd go short side pct short bears httpswwwalgowinscomwdtcolumnfilterpfe
1536,pfe httpswwwreuterscomarticlehealthcoronaviruspfizerintiduskbnbfwutmsourcefacebookamputmmediumnewstabamputmcontentalgorithm
1537,pfe need remain pm friday contracts assigned never coming coming back shi
1538,pfe big trades today shares average
3270,although technical rating bad pfe present nice setup opportunity httpswwwchartmillcomstockanalyzerstockpfekeyfadbfcaaaamputmsourcestocktwitsamputmmediumtaamputmcontentpfeamputmcampaignsocialtracking
3271,mrna jnj pfe azn laugh
3272,pfizer long term bullish trend elliott wave cycles pfe elliottwave httpselliottwaveforecastcomstockmarketpfizerlongtermbullishtrendandelliottwavecyclespfe
3273,pfe close watch pfe waiting fda approval drugs apri amp believe get approval stock rising much since last time went months ago still holding shares
3274,plx close watch plx waiting fda approval b royalties market cappfe owns plx dexcel pharma increased stake total ownership plx feb
3275,spy msft mrna pfe httpstmeqanon
3276,great news novel hiv vaccine approach shows promise landmark firstinhuman trial mrna pfe bntx httpswwweuropeanpharmaceuticalreviewcomnewsnovelhivvaccineapproachshowspromiseinlandmarkfirstinhumantrial
3277,tailwinds air lines cdc updates travel guidance pfe bntx mrna jnj aal httpsnewsfilterioababebdfabbd
3278,pfe soon
3279,aim mmmm gives warm fuzzy feeling mil cash hand debt closed atm department defense grants national cancer institute grants trials fighting cancer mrk keytruda pfe celebrex manufacturing contracts distribution contracts patent protected working multiple countries warrants insider buying big tutes buying big shorts closed positions cfs covid flu stds adjuvant drugs last least ceo literally knight lawyer purple heart recipient theres plenty deeper look subjects listed dd enjoy ride
3280,pfe wow positive thing stock sure open red usual monday hope pfe traction bowling ball frozen river
3281,pfe sentiment mostly positive right news mentions positive negative neutral sentiment score scale
3282,covid vaccinations hit another record average million daily pfe mrna jnj httpsnewsfilterioaccfeaffcebbffcbff
3283,daily news digest pfizer pfe httpswsfriendcomdailynewspfe
3284,pfe ocgn httpswwwnytimescomhealthpfizerbiontechvaccineadolescentshtmlreferringsourcearticleshare
3285,kpti top pfizer scientific executive kptis board pragmatic ndas situation pfe may get competitive situation another suitor thanks feedback oldtimers
3286,pfe recent tweets trendsearchesranked change httpstskcompfe
3287,pfe mrna americans love freedom freedom choice ask let go far hawaii unveils covid passports interisland travel httpswwwzerohedgecomcovidhawaiiunveilscovidpassportsinterislandtravel
3288,pfe save america
3289,azn pfe mrna netherlands latest halt astrazeneca jab australia admits quotlikelyquot bloodclot link httpswwwmsncomenaulifestylewellbeingaustraliatocontinueastrazenecavaccinationdespitebloodclottingcasearbbfgmk httpswwwzerohedgecomcovidnetherlandslatesthaltastrazenecajabaustraliaadmitslikelybloodclotlink
3290,pfe guess covid around forever based heres long virus typically lasts human body common surfaces change depending sanitation efforts sunlight temperature body months glass days wood days plastic amp stainlesssteel days cardboard hours copper surfaces hours
3291,rlftf brpa people need know pandemic far since ccp still exists virus evolving virus made leaked per decade remember sars another type coronavirus fda eua beginning step effort long way go combating evils virus huge business road nuerorx relief pfe
3292,sweepcast observed pfe unusual options activity alerted put expiring worth k see profile link amp learn unusual options activity
3293,pfe price pfizer september
3294,pfe whats price target summer
3295,pfe looks good vs stop looking run eps holding
3296,sweepcast observed pfe unusual options activity alerted put expiring worth k see profile link amp learn unusual options activity
3297,forward priceearnings ratio indicates rather cheap valuation pfe httpswwwchartmillcomstockquotepfefundamentalanalysiskeyfadbfcaaaamputmsourcestocktwitsamputmmediumfaamputmcontentpfeamputmcampaignsocialtracking
3298,cfrx softbashers act like smarter pfizer b portfolio hold stock good chance pfe buyout near future softbashers smarter many analysts unanimous buy rating pts high softbashers smarter massive tut ownership bashers smarter golden cross hit week k jobs report going blow us supportresistance level markets rocket monday gap fill ish bust going break going ish
3299,ocgn already usa enough strong vaccines pfe bntx mrna jnj good efficacy variants doubt ocgn may years
